ID,Item Number,Item Name,UNIT,CATEGORY,REORDERQTY,Average Unit Cost,Regular Price,WHOLESALE,TAXRATE,TAX GROUP,LOCATION,qty,Item Type,Item Description,shelf,supplier
217,4954,HP CQ58/650 FAN,PC,ELECTRONICS,0,380,1000,0,16,B,Main Shop,100,inventory,,,
218,4880,acer 5-471 473,PC,ELECTRONICS,0,3100,8000,0,16,B,Main Shop,100,inventory,acer 5-471 473,,
219,4901,asus x202 keyboard,PC,ELECTRONICS,0,611.42857,1500,0,16,B,Main Shop,100,inventory,,,
220,4917,2tb WD My Passport Ultra,PC,ELECTRONICS,0,8293.5,12000,0,16,B,Main Shop,100,inventory,,,
221,1486,8gb DDR3 12800 desktop,PC,ELECTRONICS,0,1500,5500,0,16,B,Main Shop,100,inventory,,,
222,4881,acer v5-122p 112 touch,PC,ELECTRONICS,0,592.5,7000,0,16,B,Main Shop,100,inventory,acer v5-122p 112 touch,,
223,4902,asus k55 keyboard,PC,ELECTRONICS,0,1775,1500,0,16,B,Main Shop,100,inventory,asus k52,,
224,4918,safaricom modem e3531,PC,ELECTRONICS,0,2500,2500,0,16,B,Main Shop,100,inventory,,,
225,4882,acer v5-571 touch,PC,ELECTRONICS,0,6011.66667,8000,0,16,B,Main Shop,100,inventory,acer v5-571 touch,,
226,4903,asus k53t keyboard,PC,ELECTRONICS,0,436.66667,1500,0,16,B,Main Shop,100,inventory,,,
227,4919,alcatel modem,PC,ELECTRONICS,0,5000,2000,0,16,B,Main Shop,100,inventory,,,
228,4959,hp pavilion 15 without frame,PC,ELECTRONICS,0,1500,1500,0,16,B,Main Shop,100,inventory,"15E ,",,
229,215,GSM ALARM SYSTEM,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
230,4883,acer v5-582 touch,PC,ELECTRONICS,0,4200,10000,0,16,B,Main Shop,100,inventory,acer v5-582 touch,,
231,4904,Dell 1735 keyboard,PC,ELECTRONICS,0,675,1500,0,16,B,Main Shop,100,inventory,,,
232,4920,Lenovo S300 Battery,PC,ELECTRONICS,0,1660,3000,0,16,B,Main Shop,100,inventory,"s300 , S405 , S400 battery",,
233,4884,asus s551 touch,PC,ELECTRONICS,0,4600,10000,0,16,B,Main Shop,100,inventory,asus s551 touch,,
234,4905,ASUS X451 KEYBOARD,PC,ELECTRONICS,0,511.2,1500,0,16,B,Main Shop,100,inventory,,,
235,4921,dell 1735 battery,PC,ELECTRONICS,0,966.28571,2500,0,16,B,Main Shop,100,inventory,1737,,
236,4885,asus x550 touch,PC,ELECTRONICS,0,3629,10000,0,16,B,Main Shop,100,inventory,asus x550 touch,,
237,5794,HP PAVILION 13  COI3 MOTHERBOAR,PC,ELECTRONICS,0,10300,18000,0,16,B,Main Shop,100,inventory,HP PAVILION 13 - A100NIA COI3 MOTHERBOARD,,
238,5813,sony bps24 battery,PC,ELECTRONICS,0,2538.06061,4500,0,16,B,Main Shop,100,inventory,sony bps24,,
239,5009,12V 2A,PC,ELECTRONICS,0,565.32264,800,0,16,B,Main Shop,100,inventory,5.5x2.5,,
240,5287,DVI TO VGA,PC,ELECTRONICS,0,66.66667,200,0,16,B,Main Shop,100,inventory,,,
241,5291,HP TOUCH SMART 11 E TOUCH,PC,ELECTRONICS,0,3000,6500,0,16,B,Main Shop,100,inventory,"HP TOUCH SMART 11E TOUCH , HP 11E",,
242,5294,F2 PORTABLE HDD CASING,PC,ELECTRONICS,0,300,800,0,16,B,Main Shop,100,inventory,F2 SAMSUNG CASING,,
243,5305,POP-UP MOBILE EXTERNAL DRIVE,PC,ELECTRONICS,0,2300,3000,0,16,B,Main Shop,100,inventory,EXTERNAL DRIVE WRITTER,,
244,4906,HP 6820 KEYBOARD,PC,ELECTRONICS,0,801.66667,1800,0,16,B,Main Shop,100,inventory,,,
245,4886,asus s451 touch,PC,ELECTRONICS,0,3000,7500,0,16,B,Main Shop,100,inventory,asus s451 touch,,
246,4923,HP 15 CASING ABD,PC,ELECTRONICS,0,2500,5500,0,16,B,Main Shop,100,inventory,250 G4,,
247,4955,TOSHIBA C560 FAN,PC,ELECTRONICS,0,260,1000,0,16,B,Main Shop,100,inventory,,,
248,4887,hp x360 15N touch,PC,ELECTRONICS,0,3313,8000,0,16,B,Main Shop,100,inventory,hp 15N touch,,
249,4908,HP G7 KEYBOARD,PC,ELECTRONICS,0,699.36364,1800,0,16,B,Main Shop,100,inventory,pavilion g7,,
250,4924,HP PAVILION 15 TOUCH,PC,ELECTRONICS,0,15000,0,0,16,B,Main Shop,100,inventory,HP PAVILION 15 TOUCH,,
251,5330,HP INVENT 907 BLACK,PC,ELECTRONICS,0,1242,2500,0,16,B,Main Shop,100,inventory,HP invent 907,,
252,4888,hp x360 13a touch,PC,ELECTRONICS,0,2876.75538,8000,0,16,B,Main Shop,100,inventory,hp x360 13a touch,,
253,4909,HP G6 - 2000 KEYBOARD,PC,ELECTRONICS,0,1014.18213,2000,0,16,B,Main Shop,100,inventory,,,
254,4925,beatsaudio keyboard $ casing,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
255,4889,hp 14-v026tu touch,PC,ELECTRONICS,0,4186,7500,0,16,B,Main Shop,100,inventory,hp 14-v026tu touch,,
256,4956,LENOVO B570 HEATSINK + FAN,PC,ELECTRONICS,0,700,1000,0,16,B,Main Shop,100,inventory,,,
257,4890,hp pavilion x2 11.6 touch,PC,ELECTRONICS,0,2300,8000,0,16,B,Main Shop,100,inventory,hp pavilion x2 touch,,
258,5336,HDMI MALE TO FEMALE CONNECTOR,PC,ELECTRONICS,0,100,300,0,16,B,Main Shop,100,inventory,,,
259,4911,SAMSUNG NP300E5A KEYBOARD,PC,ELECTRONICS,0,590.07408,1500,0,16,B,Main Shop,100,inventory,"NP300 NUMERIC  275E5E, NP300E5E",,
260,4891,hp 430 touch,PC,ELECTRONICS,0,3245,10000,0,16,B,Main Shop,100,inventory,hp 430 touch,,
261,4912,LENOVO E120 KEYBOARD,PC,ELECTRONICS,0,1947.85714,3500,0,16,B,Main Shop,100,inventory,,,
262,4892,hp 450 touch,PC,ELECTRONICS,0,3600,8000,0,16,B,Main Shop,100,inventory,hp 450 touch,,
263,4957,TOSHIBA TECRA A11 FAN,PC,ELECTRONICS,0,500,1000,0,16,B,Main Shop,100,inventory,,,
264,4893,toshiba e45w-c4200 touch,PC,ELECTRONICS,0,3183,10000,0,16,B,Main Shop,100,inventory,toshiba e45w-c4200 touch,,
265,4958,HP FOLIO 13 - 2000 FAN,PC,ELECTRONICS,0,2020.625,2500,0,16,B,Main Shop,100,inventory,,,
266,4894,b156htn03.2 touch,PC,ELECTRONICS,0,5665,12000,0,16,B,Main Shop,100,inventory,b156htn03.2 touch,,
267,4960,lenovo e530 keyboard,PC,ELECTRONICS,0,2044,4000,0,16,B,Main Shop,100,inventory,,,
268,1295,INVERTER,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
269,4895,lm195wd1 tl c1 touch,PC,ELECTRONICS,0,9200,17000,0,16,B,Main Shop,100,inventory,lm195wd1 tl c1 touch,,
270,4916,TOSHIBA NB10 KEYBOARD,PC,ELECTRONICS,0,2360,4500,0,16,B,Main Shop,100,inventory,,,
271,1227,MACHINE REPAIR,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
272,4961,dell 14z keyboard,PC,ELECTRONICS,0,750,1500,0,16,B,Main Shop,100,inventory,,,
273,4962,hp envy ts 15 hdd cable,PC,ELECTRONICS,0,0,2000,0,16,B,Main Shop,100,inventory,,,
274,4967,lenovo g530 keyboard,PC,ELECTRONICS,0,533,2000,0,16,B,Main Shop,100,inventory,,,
275,4968,toshiba c50t - a092t,PC,ELECTRONICS,0,42,10000,0,16,B,Main Shop,100,inventory,,,
276,4969,acer V5 - 571 LCD+TOUCH,PC,ELECTRONICS,0,9640.25,15000,0,16,B,Main Shop,100,inventory,,,
277,4998,hp 15-d002sia casing,PC,ELECTRONICS,0,2100,3500,0,16,B,Main Shop,100,inventory,hp 15-d002sia casing,,
278,4970,HP 15 - U TOUCH,PC,ELECTRONICS,0,4554.5,10000,0,16,B,Main Shop,100,inventory,HP 15 - U010DX,,
279,4999,asus k73e motherboard,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
280,4971,1GB DDR3 LAPTOP,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,,,
281,5000,Display Port to DVI Adapter,PC,ELECTRONICS,0,600,800,0,16,B,Main Shop,100,inventory,display port to DVI cable,,
282,4972,TOSHIBA C850 Ci7 MOTHERBOARD,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
283,5007,Asus X51 Battery,PC,ELECTRONICS,0,1153,3500,0,16,B,Main Shop,100,inventory,Asus x58c battery,,
284,4974,hp 15 coi7 motherbboard,PC,ELECTRONICS,0,0,26000,0,16,B,Main Shop,100,inventory,hp 15 protectsmart i7 motherboard,,
285,5015,SONY ICD PX-440 Recoders,PC,ELECTRONICS,0,8500,0,0,16,B,Main Shop,100,inventory,,,
286,5080,13.3 slim split 13 SCREEN,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
287,5033,FUJISTU v6555 MOTHERBOARD,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,Esprimo V6555,,
288,5039,Lenovo Y50-70 i7 Motherboard,PC,ELECTRONICS,0,21600,28000,0,16,B,Main Shop,100,inventory,lenovo y50-70 motherboard,,
289,5104,Mini display to Vga adapter,PC,ELECTRONICS,0,159.84721,800,0,16,B,Main Shop,100,inventory,mini display to vga,,
290,5105,lenovo IDEA 100s -15 keyboard,PC,ELECTRONICS,0,718.91445,1500,0,16,B,Main Shop,100,inventory,"100-15
lenovo IDEAPAD 100s -15 keyboard",,
291,5108,Safaricom Modem second,PC,ELECTRONICS,0,593.75,1000,0,16,B,Main Shop,100,inventory,safaricom modem second,,
292,5445,HP 4530S DATA CABLE,PC,ELECTRONICS,0,1333.33333,2500,0,16,B,Main Shop,100,inventory,,,
293,5466,hp 24 inches ultra slim TFT,PC,ELECTRONICS,0,18000,18000,0,16,B,Main Shop,100,inventory,"24er , 24fw , 24f , 24es hp 24' ultra slim TFT",,
294,5474,"15"" Box speaker",PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,pa box speaker,,
295,5491,APPLE A1278 UK KEYBOARD,PC,ELECTRONICS,0,1786,4500,0,16,B,Main Shop,100,inventory,1278,,
296,5507,HP ENVY X360 15 - AQ TOUCH,PC,ELECTRONICS,0,9500,18000,0,16,B,Main Shop,100,inventory,15 - AQ118CA,,
297,5533,HP - F FAN,PC,ELECTRONICS,0,0,1500,0,16,B,Main Shop,100,inventory,,,
298,7559,Hp 430 g6 keyboard,PC,ELECTRONICS,0,949.64502,2500,0,16,B,Main Shop,100,inventory,,,
299,7573,LTN140KT03-401,PC,ELECTRONICS,0,4075,8000,0,16,B,Main Shop,100,inventory,B140RW02,,
300,7574,Hp cp03xl  Battery,PC,ELECTRONICS,0,2328,3500,0,16,B,Main Shop,100,inventory,,,
301,7578,Fujistu W540 Battery,PC,ELECTRONICS,0,3500,0,0,16,B,Main Shop,100,inventory,,,
302,7579,Logitech c270 webcam,PC,ELECTRONICS,0,2461.61262,3500,0,16,B,Main Shop,100,inventory,,,
303,7580,DELL INS 3480 i7  AIO,PC,ELECTRONICS,0,70000,0,0,16,B,Main Shop,100,inventory,8565U/12GB/1TB,,
304,7581,Samsung galaxy s10 phone,PC,ELECTRONICS,0,61000,0,0,16,B,Main Shop,100,inventory,,,
305,7560,Hp pa06 ORG Battery,PC,ELECTRONICS,0,2113,3500,0,16,B,Main Shop,100,inventory,,,
306,7575,Acer e5-571 battery,PC,ELECTRONICS,0,3500,0,0,16,B,Main Shop,100,inventory,,,
307,7582,Type C to Type c cable,PC,ELECTRONICS,0,356.61852,1000,0,16,B,Main Shop,100,inventory,,,
308,7586,Dell 1545/1525 Org battery,PC,ELECTRONICS,0,2002.25,3500,0,16,B,Main Shop,100,inventory,,,
309,7587,9U Cabinet,PC,ELECTRONICS,0,11000,0,0,16,B,Main Shop,100,inventory,,,
310,7592,Hp 430 g4 keyboard,PC,ELECTRONICS,0,1027,2500,0,16,B,Main Shop,100,inventory,,,
311,7597,A1466 macbook screen,PC,ELECTRONICS,0,20000,0,0,16,B,Main Shop,100,inventory,,,
312,7599,Dell 13z- 5323 battery,PC,ELECTRONICS,0,3500,0,0,16,B,Main Shop,100,inventory,,,
313,6024,hdmi to micro hdmi,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
314,4086,"Hp 4431, 4530s /  BATTERY",PC,ELECTRONICS,0,1241.09989,2000,0,16,B,Main Shop,100,inventory,"HP 4330s,4331s,4435s, 4430s , 4436s,4535s , 4431S, 4540s",,
315,6035,HDMI-VGA FY1322 CONNECTOR,PC,ELECTRONICS,0,1000,2000,0,16,B,Main Shop,100,inventory,,,
316,5426,8gb ddr4 2400MHZ ram laptop,PC,ELECTRONICS,0,900,2000,0,16,B,Main Shop,100,inventory,,,
317,5439,HDMI TO HDMI 50M,PC,ELECTRONICS,0,4333.33333,6000,0,16,B,Main Shop,100,inventory,,,
318,5446,LENOVO T430 HEDGES,PC,ELECTRONICS,0,3000,6000,0,16,B,Main Shop,100,inventory,,,
319,5475,Mixer 8 channels,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,mixer 8 channels,,
320,5492,ACER V5 121 KEYBOARD,PC,ELECTRONICS,0,551.96825,1800,0,16,B,Main Shop,100,inventory,ACER V5 121 - C72C32NB,,
321,5508,ASUS X401 TOUCH,PC,ELECTRONICS,0,2000,7500,0,16,B,Main Shop,100,inventory,,,
322,5534,HP 250 G4 FAN,PC,ELECTRONICS,0,896.11741,1000,0,16,B,Main Shop,100,inventory,HP 15-AC FAN,,
323,5559,LENOVO X220 FAN,PC,ELECTRONICS,0,440,1000,0,16,B,Main Shop,100,inventory,,,
324,4185,TOSHIBA TO3817 /3817U Battery,PC,ELECTRONICS,0,1298.12106,2000,0,16,B,Main Shop,100,inventory,"TO3817-6, L740 ,toshiba 3817 battery ,3817U",,
325,5049,LENOVO 20v 2a,PC,ELECTRONICS,0,480,800,0,16,B,Main Shop,100,inventory,,,
326,5079,hp 19.5v 3.33a ORG black pin,PC,ELECTRONICS,0,601.33053,1000,0,16,B,Main Shop,100,inventory,,,
327,5052,LENOVO 20V 4.5a,PC,ELECTRONICS,0,540.74074,800,0,16,B,Main Shop,100,inventory,,,
328,1032,10.1 INCHES PORCH,PC,ELECTRONICS,0,97.89604,300,0,16,B,Main Shop,100,inventory,"10.1 SLEEVES , porches 10.1'",,
329,5427,usb to serial cable,PC,ELECTRONICS,0,766.66667,1000,0,16,B,Main Shop,100,inventory,,,
330,5447,HP VT06XL Battery,PC,ELECTRONICS,0,4500,10000,0,16,B,Main Shop,100,inventory,hp vto6xl battery,,
331,5476,Peavey power amplifier,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,power amplifier,,
332,5485,LENOVO Z500 BATTERY,PC,ELECTRONICS,0,1876,3500,0,16,B,Main Shop,100,inventory,,,
333,5493,LENOVO E540 KEYBOARD,PC,ELECTRONICS,0,2287.5,4500,0,16,B,Main Shop,100,inventory,"11s0c45248z1zpm847n2la , E531 , E531 E540 L540 T540p , W540",,
334,5509,HP 11K  LCD + TOUCH,PC,ELECTRONICS,0,6148.75,18000,0,16,B,Main Shop,100,inventory,HP PAVILION X360 11K,,
335,5535,DM-3000 FAN,PC,ELECTRONICS,0,0,1000,0,16,B,Main Shop,100,inventory,,,
336,5560,HP DM4 - 3000 FAN,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,,,
337,5561,hp RIO4 battery,PC,ELECTRONICS,0,1851.72842,2500,0,16,B,Main Shop,100,inventory,"hp 450 g3 battery
hp R1O4 battery",,
338,5448,logitech m187 wireless mouse,PC,ELECTRONICS,0,1620.13,2500,0,16,B,Main Shop,100,inventory,logitech m 187,,
339,5477,Wireless Microphone,PC,ELECTRONICS,0,2500,0,0,16,B,Main Shop,100,inventory,wireless microphone,,
340,5486,4gb ddr4 2400MHZ  ram laptop,PC,ELECTRONICS,0,900,5500,0,16,B,Main Shop,100,inventory,,,
341,5510,HP 15 -AP LCD +TOUCH,PC,ELECTRONICS,0,12000,18000,0,16,B,Main Shop,100,inventory,,,
342,5536,HP DV6 -7000 FAN,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,,,
343,5562,Epson L382 Printer,PC,ELECTRONICS,0,5000,22000,0,16,B,Main Shop,100,inventory,Epson L382 printer,,
344,5582,asus 19v 1.75a usb SPECIAL,PC,ELECTRONICS,0,1045.18319,2000,0,16,B,Main Shop,100,inventory,,,
345,5428,nic tplink desktop,PC,ELECTRONICS,0,1300,0,0,16,B,Main Shop,100,inventory,,,
346,5449,3.0 Harddisk Cable BLACK,PC,ELECTRONICS,0,172.90951,500,0,16,B,Main Shop,100,inventory,,,
347,5478,Speaker Cable Rolls,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,speaker roll,,
348,5487,keyboard hp 15-k000,PC,ELECTRONICS,0,1500,2000,0,16,B,Main Shop,100,inventory,,,
349,5495,LENOVO IDEAPAD S110 KEYBOARD,PC,ELECTRONICS,0,720,1800,0,16,B,Main Shop,100,inventory,,,
350,5511,usb c to hdmi connector,PC,ELECTRONICS,0,436.84211,1500,0,16,B,Main Shop,100,inventory,USB C to hdmi cable / connector,,
351,5537,HP Spectre 13.3 Touch + LCD,PC,ELECTRONICS,0,11142.85714,20000,0,16,B,Main Shop,100,inventory,hp spectre x360  lcd and touch,,
352,5563,dell core 2 duo desktop,PC,ELECTRONICS,0,4250,5500,0,16,B,Main Shop,100,inventory,,,
353,5346,ASUS U43F KEYBOARD,PC,ELECTRONICS,0,720,1500,0,16,B,Main Shop,100,inventory,,,
354,5057,SAMSUNG 19V 3.16,PC,ELECTRONICS,0,430.19814,800,0,16,B,Main Shop,100,inventory,,,
355,5031,DELL 20V  2.0a,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,DELL,,
356,5061,SONY 19V 1.58A,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
357,5107,lenovo y470 keyboard,PC,ELECTRONICS,0,590,1500,0,16,B,Main Shop,100,inventory,,,
358,5035,HP 18.5v 4.9a,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
359,5109,HP 4331S PM MOTHERBOARD,PC,ELECTRONICS,0,4160,8500,0,16,B,Main Shop,100,inventory,,,
360,5110,HP 15N CORE I3N pm MOTHERBOARD,PC,ELECTRONICS,0,12400,17500,0,16,B,Main Shop,100,inventory,pm green,,
361,5111,ASUS X551 GM MOTHERBOARD,PC,ELECTRONICS,0,8098,13000,0,16,B,Main Shop,100,inventory,GREEN ONBOARD,,
362,5010,5V 2A,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
363,5068,ASUS 15V 1.2A  40pin,PC,ELECTRONICS,0,999.20373,1500,0,16,B,Main Shop,100,inventory,,,
364,4146,Lenovo y480 battery,PC,ELECTRONICS,0,1649.20635,3500,0,16,B,Main Shop,100,inventory,"y480,y580,v580 , g480,",,
365,5112,ASUS P43S CO I5 PM MOTHERBOARD,PC,ELECTRONICS,0,7138,12000,0,16,B,Main Shop,100,inventory,,,
366,5113,HP 650 GM HM70 MOTHERBOARD,PC,ELECTRONICS,0,4846,12000,0,16,B,Main Shop,100,inventory,cq 58,,
367,5042,HP 19V 1.58,PC,ELECTRONICS,0,474.62687,800,0,16,B,Main Shop,100,inventory,,,
368,5114,TOSHIBA C670 MOTHERBOARD,PC,ELECTRONICS,0,5600,11000,0,16,B,Main Shop,100,inventory,,,
369,5115,TOSHIBA U505 MOTHERBOARD,PC,ELECTRONICS,0,4800,8500,0,16,B,Main Shop,100,inventory,,,
370,5124,FOAM clean,PC,ELECTRONICS,0,184.15,500,0,16,B,Main Shop,100,inventory,",Universal Foam Cleaning Agent",,
371,5116,SAMSUNG N130 MOTHERBOARD,PC,ELECTRONICS,0,3520,7500,0,16,B,Main Shop,100,inventory,,,
372,5117,HP 2540 COI7 MOTHERBOARD,PC,ELECTRONICS,0,3200,7500,0,16,B,Main Shop,100,inventory,,,
373,5450,Lenovo e430 keyboard,PC,ELECTRONICS,0,1218.72727,3000,0,16,B,Main Shop,100,inventory,Lenovo E430 E430C E430S E435 E330 E335 S430 E445 keyboard,,
374,5479,DVD player,PC,ELECTRONICS,0,700,0,0,16,B,Main Shop,100,inventory,music DVD player,,
375,5496,HP ENVY SBK 6 - 1110US KEYBOARD,PC,ELECTRONICS,0,1500,1800,0,16,B,Main Shop,100,inventory,,,
376,5512,DELL E7240 MOTHERBOARD,PC,ELECTRONICS,0,10200,20000,0,16,B,Main Shop,100,inventory,,,
377,5538,LENOVO X240 INTERNAL BATTERY,PC,ELECTRONICS,0,2682.64762,3500,0,16,B,Main Shop,100,inventory,,,
378,5564,binding machine,PC,ELECTRONICS,0,3800,0,0,16,B,Main Shop,100,inventory,,,
379,5583,dlink switch 24ports,PC,ELECTRONICS,0,12000,0,0,16,B,Main Shop,100,inventory,,,
380,6884,15.6 SLIM 30PIN SPECIAL,PC,ELECTRONICS,0,5707.24917,9000,0,16,B,Main Shop,100,inventory,NT156WHM N4S  N156BGA-EA3,,
381,6888,Outdoor anltena cable 3m,PC,ELECTRONICS,0,1300,0,0,16,B,Main Shop,100,inventory,,,
382,6894,dell E7240 e7440 keyboard,PC,ELECTRONICS,0,976.09193,1500,0,16,B,Main Shop,100,inventory,,,
383,6895,TO 19V 3.95A Original,PC,ELECTRONICS,0,3500,0,0,16,B,Main Shop,100,inventory,5.5*2.5,,
384,6898,6v 2A Adapter,PC,ELECTRONICS,0,400,0,0,16,B,Main Shop,100,inventory,,,
385,6899,Lenovo yoga 510 keyboard,PC,ELECTRONICS,0,1800,0,0,16,B,Main Shop,100,inventory,,,
386,6903,Desktop toolkit,PC,ELECTRONICS,0,12000,0,0,16,B,Main Shop,100,inventory,,,
387,6226,Epson Lx - 350 printer,PC,ELECTRONICS,0,23000,22000,0,16,B,Main Shop,100,inventory,lx 350,,
388,6235,Touch screen M1U,PC,ELECTRONICS,0,10000,0,0,16,B,Main Shop,100,inventory,,,
389,6242,lenovo z500 keyboard,PC,ELECTRONICS,0,635,1500,0,16,B,Main Shop,100,inventory,Z500 KEYBOARD,,
390,6243,15.6 slim 40PIN Full HD screen,PC,ELECTRONICS,0,7625,10000,0,16,B,Main Shop,100,inventory,full hd,,
391,6244,6port power extension,PC,ELECTRONICS,0,700,1500,0,16,B,Main Shop,100,inventory,,,
392,6247,HP Elite Display E222 monitor,PC,ELECTRONICS,0,5500,15000,0,16,B,Main Shop,100,inventory,TFT 22 INCHES,,
393,6248,HP RR03XL Battery,PC,ELECTRONICS,0,3500,3500,0,16,B,Main Shop,100,inventory,RR03XL ORIGINAL,,
394,6889,Huawei b660 router,PC,ELECTRONICS,0,6500,0,0,16,B,Main Shop,100,inventory,,,
395,6896,LENOVO X270 KEYBOARD,PC,ELECTRONICS,0,1600.28571,3000,0,16,B,Main Shop,100,inventory,,,
396,6900,desktop Mk 620 keyboard,PC,ELECTRONICS,0,350,0,0,16,B,Main Shop,100,inventory,,,
397,6904,Lenovo V110 - 15ISK US Keyboard,PC,ELECTRONICS,0,726.33333,1800,0,16,B,Main Shop,100,inventory,,,
398,6923,A1466 usb logic board,PC,ELECTRONICS,0,4500,0,0,16,B,Main Shop,100,inventory,,,
399,6935,12.5 slim 30 pin EARLESS FHD,PC,ELECTRONICS,0,6900,8500,0,16,B,Main Shop,100,inventory,NV125FHM-N82-D940,,
400,6227,hp 8470p data cable,PC,ELECTRONICS,0,370.5,1000,0,16,B,Main Shop,100,inventory,HP 8470w data cable,,
401,6236,lenovo x250 motherboard,PC,ELECTRONICS,0,9500,0,0,16,B,Main Shop,100,inventory,,,
402,6245,targus laptop locks,PC,ELECTRONICS,0,2700,0,0,16,B,Main Shop,100,inventory,,,
403,6249,DELL 19.5V 4.62A org,PC,ELECTRONICS,0,3000,3500,0,16,B,Main Shop,100,inventory,ORIGINAL,,
404,6251,ACER 3820 / 4820T BATTERY,PC,ELECTRONICS,0,1378.33333,2500,0,16,B,Main Shop,100,inventory,,,
405,6253,ASUS X200E BATTERY,PC,ELECTRONICS,0,2281.6,5000,0,16,B,Main Shop,100,inventory,,,
406,6280,hp pAV 15-ac COI3 motherboard,PC,ELECTRONICS,0,8046,17500,0,16,B,Main Shop,100,inventory,hp pavillion 15-ac motherboard i3,,
407,6305,5M EXTENSION CABLE,PC,ELECTRONICS,0,500,0,0,16,B,Main Shop,100,inventory,,,
408,5780,hp nc2400 keyboard,PC,ELECTRONICS,0,691,1800,0,16,B,Main Shop,100,inventory,,,
409,5782,toshiba 3594 battery,PC,ELECTRONICS,0,1261.11111,2500,0,16,B,Main Shop,100,inventory,,,
410,5785,lenovo flex 10 battery,PC,ELECTRONICS,0,2240,5500,0,16,B,Main Shop,100,inventory,,,
411,5786,HP KI04 BATTERY,PC,ELECTRONICS,0,1856.48148,3000,0,16,B,Main Shop,100,inventory,HPK104,,
412,5787,D-LINK dir-605l wireless router,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,dlink wireless n300 cloud router,,
413,5788,wireless n150 router,PC,ELECTRONICS,0,1500,2500,0,16,B,Main Shop,100,inventory,,,
414,5580,solderwire,PC,ELECTRONICS,0,550,0,0,16,B,Main Shop,100,inventory,,,
415,5594,HP 19.5V 3.33A  Original,PC,ELECTRONICS,0,991.43,2000,0,16,B,Main Shop,100,inventory,4.5 x 3.0,,
416,5599,hp 15R motherboard,PC,ELECTRONICS,0,4546.66667,19000,0,16,B,Main Shop,100,inventory,,,
417,5613,D-Link DAP-2360 Router,PC,ELECTRONICS,0,11500,0,0,16,B,Main Shop,100,inventory,D-Link DAP-2360 Router,,
418,5615,acer 19v 6.3a,PC,ELECTRONICS,0,2025,3500,0,16,B,Main Shop,100,inventory,,,
419,5529,SAMSUNG E270 FAN,PC,ELECTRONICS,0,500,1500,0,16,B,Main Shop,100,inventory,,,
420,5555,LENOVO G580 BLUE MOTHERBOARD,PC,ELECTRONICS,0,6187.5,11500,0,16,B,Main Shop,100,inventory,,,
421,5581,solder gun terminator,PC,ELECTRONICS,0,500,0,0,16,B,Main Shop,100,inventory,,,
422,5356,hp stream x360 motherboard,PC,ELECTRONICS,0,6400,12000,0,16,B,Main Shop,100,inventory,hp stream x360 model 11-p01nia,,
423,5357,extension cable  17.3'',PC,ELECTRONICS,0,586.94915,700,0,16,B,Main Shop,100,inventory,,,
424,5288,250GB MICRO SATA HDD,PC,ELECTRONICS,0,4000,5500,0,16,B,Main Shop,100,inventory,,,
425,5292,ASUS K52 BATTERY,PC,ELECTRONICS,0,2200,2500,0,16,B,Main Shop,100,inventory,,,
426,5295,FLEXIBLE KEYBOARD NUMERIC,PC,ELECTRONICS,0,332.03846,1000,0,16,B,Main Shop,100,inventory,FLEXIBLE KEYBOARD FULL,,
427,5306,EARPHONE J5,PC,ELECTRONICS,0,150,150,0,16,B,Main Shop,100,inventory,,,
428,5331,HP INVENT 909 BLACK,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,HP 909,,
429,5337,SMART UNIVERSAL ULTRABOOK 45W,PC,ELECTRONICS,0,1095.28095,2000,0,16,B,Main Shop,100,inventory,,,
430,5358,lenovo g560 i3 motherboard,PC,ELECTRONICS,0,5600,10000,0,16,B,Main Shop,100,inventory,,,
