ID,Item Number,Item Name,UNIT,CATEGORY,REORDERQTY,Average Unit Cost,Regular Price,WHOLESALE,TAXRATE,TAX GROUP,LOCATION,qty,Item Type,Item Description,shelf,supplier
955,110008,160gb MICRO SATA HDD,PC,ELECTRONICS,0,3500,4000,0,16,B,Main Shop,100,inventory,,,
956,110036,80gb internal new,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
957,120025,ASUS P435 KEYBOARD,PC,ELECTRONICS,0,1500,3000,0,16,B,Main Shop,100,inventory,,,
958,120051,DELL E7420 KEYBOARD,PC,ELECTRONICS,0,788,1800,0,16,B,Main Shop,100,inventory,,,
959,3028,swiss gear 215 grey,PC,ELECTRONICS,0,1100,1800,0,16,B,Main Shop,100,inventory,215 swiss gear grey,,
960,4067,DELL V1310 BATTERY,PC,ELECTRONICS,0,1521.73829,2500,0,16,B,Main Shop,100,inventory,"D1510,1320,2510",,
961,4155,SONY  SOBPS2-6BK / BPS2 battery,PC,ELECTRONICS,0,1748.66667,2500,0,16,B,Main Shop,100,inventory,,,
962,4182,TOSHIBA TO3536 /3536u battery,PC,ELECTRONICS,0,1554.75,2500,0,16,B,Main Shop,100,inventory,"pa 3537,pabas101, 3536",,
963,6022,HDMI TO HDMI 5M,PC,ELECTRONICS,0,245.87079,600,0,16,B,Main Shop,100,inventory,hdmi-hdmi 5m,,
964,6049,usb cable 20m,PC,ELECTRONICS,0,1500,0,0,16,B,Main Shop,100,inventory,,,
965,8001,DESKTOP DVD Writer IDE,PC,ELECTRONICS,0,1200,1500,0,16,B,Main Shop,100,inventory,DVD WRITERS,,
966,9016,dell n5040 fan,PC,ELECTRONICS,0,374.23077,1000,0,16,B,Main Shop,100,inventory,,,
967,110009,1tb external transcend SECOND,PC,ELECTRONICS,0,8500,0,0,16,B,Main Shop,100,inventory,1tb external transcend 2nd,,
968,110037,HP 300GB 10K SAS HDD,PC,ELECTRONICS,0,16000,0,0,16,B,Main Shop,100,inventory,,,
969,120026,ASUS X550 KEYBOARD us,PC,ELECTRONICS,0,730,1500,0,16,B,Main Shop,100,inventory,"X550DP,X550LA",,
970,120053,dell keyboard desktop NEW GENE,PC,ELECTRONICS,0,500,550,0,16,B,Main Shop,100,inventory,,,
971,120081,HP 4440S KEYBOARD,PC,ELECTRONICS,0,1098.75,1800,0,16,B,Main Shop,100,inventory,,,
972,120110,HP cq60 KEYBOARD,PC,ELECTRONICS,0,627.68544,1500,0,16,B,Main Shop,100,inventory,HP,,
973,120137,hp envy k003 keyboard,PC,ELECTRONICS,0,800,1800,0,16,B,Main Shop,100,inventory,,,
974,120165,Lenovo E420 Keyboard,PC,ELECTRONICS,0,1663.77778,2500,0,16,B,Main Shop,100,inventory,x220,,
975,120193,SAMSUNG rv510 / R530 KEYBOARD,PC,ELECTRONICS,0,595.30769,1500,0,16,B,Main Shop,100,inventory,"RV511 , R470 , R480 , samsung r530 , samsung r530 numeric keyboard",,
976,170012,Acer E5-571 Motherboard,PC,ELECTRONICS,0,13500,12000,0,16,B,Main Shop,100,inventory,"Acer E5-571 Motherboard , ONBOARD PENTIUM",,
977,170094,hp pavillion 15 motherboard,PC,ELECTRONICS,0,17500,15000,0,16,B,Main Shop,100,inventory,,,
978,170122,TOSHIBA L635 MOTHERBOARD,PC,ELECTRONICS,0,12000,0,0,16,B,Main Shop,100,inventory,TOSHIBA L635 MOTHERBOARD,,
979,190007,ye100 powerbank,PC,ELECTRONICS,0,700,2000,0,16,B,Main Shop,100,inventory,10000 mah white,,
980,120111,HP cq61 KEYBOARD,PC,ELECTRONICS,0,987.78537,1800,0,16,B,Main Shop,100,inventory,HP,,
981,120138,HP ENVY M4 KEYBOARD,PC,ELECTRONICS,0,1500,1800,0,16,B,Main Shop,100,inventory,,,
982,120166,lenovo e440 / T440 keyboard,PC,ELECTRONICS,0,2060.21305,3000,0,16,B,Main Shop,100,inventory,T440,,
983,120194,SAMSUNG RV515 KEYBOARD,PC,ELECTRONICS,0,1234.35186,1500,0,16,B,Main Shop,100,inventory,,,
984,150006,16GB SANDISK MICRO MEMORY CARD,PC,ELECTRONICS,0,482.35294,1000,0,16,B,Main Shop,100,inventory,16 GB SANDISK MICRO SD,,
985,170013,DELLd620 motherboard,PC,ELECTRONICS,0,8500,7000,0,16,B,Main Shop,100,inventory,d630,,
986,170040,HP g6-2000 motherboard,PC,ELECTRONICS,0,13500,12000,0,16,B,Main Shop,100,inventory,,,
987,170068,hp 8470 motherboard,PC,ELECTRONICS,0,3592,7500,0,16,B,Main Shop,100,inventory,6470,,
988,170095,HP PROBOOK 4520S PM MOTHERBOARD,PC,ELECTRONICS,0,11000,8500,0,16,B,Main Shop,100,inventory,,,
989,170123,TOSHIBA L675 MOTHERBOARD,PC,ELECTRONICS,0,6129,12000,0,16,B,Main Shop,100,inventory,,,
990,190008,yc62 powerbank,PC,ELECTRONICS,0,450,1200,0,16,B,Main Shop,100,inventory,"6200 mah, white,",,
991,120083,HP 4510s KEYBOARD,PC,ELECTRONICS,0,963.43895,1800,0,16,B,Main Shop,100,inventory,"HP 4515s,4710s",,
992,120112,HP cq62 KEYBOARD,PC,ELECTRONICS,0,760,1500,0,16,B,Main Shop,100,inventory,"CQ 56 , CQ56 ,",,
993,120167,Lenovo G40-30 Keyboard,PC,ELECTRONICS,0,1196.97063,1800,0,16,B,Main Shop,100,inventory,Lenovo G40-30 Keyboard,,
994,170041,heat sink cq 62,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
995,170069,HP 8530 MOTHERBOARD,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
996,170096,hp probook 4540s gm heatsink,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
997,170124,TOSHIBA tecra A11 MOTHERBOARD,PC,ELECTRONICS,0,6500,11000,0,16,B,Main Shop,100,inventory,,,
998,190009,yr84 WHITE powerbank,PC,ELECTRONICS,0,500,1500,0,16,B,Main Shop,100,inventory,"8400 mah, white,",,
999,120056,DELL n4030  KEYBOARD,PC,ELECTRONICS,0,580,1500,0,16,B,Main Shop,100,inventory,"DELL M4030 , N4010",,
1000,120084,HP 4520 KEYBOARD,PC,ELECTRONICS,0,1041.66667,1500,0,16,B,Main Shop,100,inventory,PROBOOK,,
1001,120113,HP DM4 Keyboard,PC,ELECTRONICS,0,637.79365,1500,0,16,B,Main Shop,100,inventory,,,
1002,170077,HP DV6 - 6000 PM MOTHERBOARD,PC,ELECTRONICS,0,4130,12000,0,16,B,Main Shop,100,inventory,,,
1003,170104,lenovo l540 data cable,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1004,180007,LENOVO USB OPTICAL MOUSE,PC,ELECTRONICS,0,200,500,0,16,B,Main Shop,100,inventory,,,
1005,190015,yb21 black powerbank,PC,ELECTRONICS,0,180,500,0,16,B,Main Shop,100,inventory,2100 mah black,,
1006,120064,HP  4330 KEYBOARD,PC,ELECTRONICS,0,1148,1800,0,16,B,Main Shop,100,inventory,PROBOOK 4330,,
1007,120092,HP 6360B KEYBOARD,PC,ELECTRONICS,0,884.28788,1800,0,16,B,Main Shop,100,inventory,,,
1008,120121,HP DV6 -  7000 KEYBOARDS,PC,ELECTRONICS,0,661,1800,0,16,B,Main Shop,100,inventory,,,
1009,190010,yr84 black powerbank,PC,ELECTRONICS,0,500,1500,0,16,B,Main Shop,100,inventory,"8400 mah black,",,
1010,120057,DELL n4110 KEYBOARD,PC,ELECTRONICS,0,739.6875,1500,0,16,B,Main Shop,100,inventory,"DELL N4050 ,",,
1011,120085,HP 4530 WITH FRAME KEYBOARD,PC,ELECTRONICS,0,1090.11423,2000,0,16,B,Main Shop,100,inventory,"4535s,4730s,4530s",,
1012,120114,hp dm 1 keyboard,PC,ELECTRONICS,0,906.94444,1500,0,16,B,Main Shop,100,inventory,hp dm1,,
1013,120169,LENOVO G500 KEYBOARD,PC,ELECTRONICS,0,1500,1500,0,16,B,Main Shop,100,inventory,,,
1014,120197,TOSHIBA a100 KEYBOARD,PC,ELECTRONICS,0,766.66667,1500,0,16,B,Main Shop,100,inventory,"TOSHIBA A70,A110",,
1015,150009,8GB SANDISK MICRO MEMORY CARD,PC,ELECTRONICS,0,374,800,0,16,B,Main Shop,100,inventory,8 GB SANDISK MICRO SD,,
1016,170016,DELL 3421 DATA CABLE SCREEN TOU,PC,ELECTRONICS,0,1000,2000,0,16,B,Main Shop,100,inventory,,,
1017,170043,HP 15 a2735a  MOTHERBOARD,PC,ELECTRONICS,0,16500,15000,0,16,B,Main Shop,100,inventory,,,
1018,170071,HP CQ 42 duo MOTHERBOARD,PC,ELECTRONICS,0,4610.16234,6500,0,16,B,Main Shop,100,inventory,,,
1019,170098,HP Probook 6470b MOTHERBOARD,PC,ELECTRONICS,0,10000,7500,0,16,B,Main Shop,100,inventory,HP Probook 6470b MOTHERBOARD,,
1020,180001,g-132 MOUSE,PC,ELECTRONICS,0,192.52336,500,0,16,B,Main Shop,100,inventory,"WIRELESS MOUSE , Wireless Mouse ETL",,
1021,5655,hp 15 ab touch,PC,ELECTRONICS,0,3398,9000,0,16,B,Main Shop,100,inventory,,,
1022,5664,hp 820 g1 keyboard,PC,ELECTRONICS,0,926.07599,1500,0,16,B,Main Shop,100,inventory,hp elite book 820 g21 keyboard,,
1023,5674,toshiba c50 - b keyboard,PC,ELECTRONICS,0,980.5,1800,0,16,B,Main Shop,100,inventory,,,
1024,5682,HP 280 G2 desktop,PC,ELECTRONICS,0,38000,50000,0,16,B,Main Shop,100,inventory,"core i3, 4 gb ram, 500 gb hdd",,
1025,5703,toshiba e45-t keyboard,PC,ELECTRONICS,0,640,2000,0,16,B,Main Shop,100,inventory,,,
1026,5623,asus x550 battery,PC,ELECTRONICS,0,3500,4000,0,16,B,Main Shop,100,inventory,,,
1027,170017,DELL 3421 i3 GREEN MOTHERBOARD,PC,ELECTRONICS,0,9000,16000,0,16,B,Main Shop,100,inventory,i3 ON BOARD GM,,
1028,170044,hp 15 motherboard green core i3,PC,ELECTRONICS,0,16500,15000,0,16,B,Main Shop,100,inventory,,,
1029,170072,HP CQ 60 MOTHERBOARD,PC,ELECTRONICS,0,3198,7000,0,16,B,Main Shop,100,inventory,,,
1030,170099,LENOVO G500 CHARGING PORT,PC,ELECTRONICS,0,700,2000,0,16,B,Main Shop,100,inventory,,,
1031,180002,g-115 MOUSE,PC,ELECTRONICS,0,600,1000,0,16,B,Main Shop,100,inventory,WIRELESS MOUSE,,
1032,190011,yv41 powerbank,PC,ELECTRONICS,0,350,1000,0,16,B,Main Shop,100,inventory,"100 mah black,",,
1033,120059,DELL n5110 KEYBOARD,PC,ELECTRONICS,0,534.64545,1500,0,16,B,Main Shop,100,inventory,"DELL 15R,M5110",,
1034,120087,hp 5101 keyboard,PC,ELECTRONICS,0,825.45455,1500,0,16,B,Main Shop,100,inventory,"mini 5103,5100,5101",,
1035,120116,HP DV2000 KEYBOARD,PC,ELECTRONICS,0,618.80612,1500,0,16,B,Main Shop,100,inventory,,,
1036,120171,LENOVO G580 KEYBOARD,PC,ELECTRONICS,0,573.32653,1500,0,16,B,Main Shop,100,inventory,LENOVO g580,,
1037,120199,toshiba c50 - A KEYBOARD,PC,ELECTRONICS,0,535,2500,0,16,B,Main Shop,100,inventory,,,
1038,150011,64GB SANDISK MICRO MEMORY CARD,PC,ELECTRONICS,0,1791.42857,3000,0,16,B,Main Shop,100,inventory,64 GB SANDISK MICRO SD,,
1039,170018,DELL 3421 HEDGES SCREEN TOUCH,PC,ELECTRONICS,0,3500,3500,0,16,B,Main Shop,100,inventory,,,
1040,170045,hp 2000 DATA cable,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,vga cable,,
1041,170073,HP CQ 61 GM MOTHERBOARD,PC,ELECTRONICS,0,3891.6,7500,0,16,B,Main Shop,100,inventory,,,
1042,170100,LENOVO G500 MOTHERBOARDS,PC,ELECTRONICS,0,9000,16000,0,16,B,Main Shop,100,inventory,LENOVO G500,,
1043,180003,g-102 MOUSE,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,WIRELESS MOUSE,,
1044,120088,hp 530 KEYBOARD,PC,ELECTRONICS,0,1011.28559,2000,0,16,B,Main Shop,100,inventory,"HP 500,510,520",,
1045,120117,HP DV3 4000 KEYBOARD,PC,ELECTRONICS,0,646,1800,0,16,B,Main Shop,100,inventory,,,
1046,120145,HP mini 210 KEYBOARD,PC,ELECTRONICS,0,538,1500,0,16,B,Main Shop,100,inventory,"MINI 210-1000 , HP MINI 1012",,
1047,120172,lenovo l420 / SL410 keyboard,PC,ELECTRONICS,0,1408,2000,0,16,B,Main Shop,100,inventory,sl410 sl510 l410,,
1048,120200,toshiba c50 keyboard,PC,ELECTRONICS,0,666.36364,1500,0,16,B,Main Shop,100,inventory,,,
1049,160001,WIRELESS MODEM,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1050,170019,DELL 3450 GM MOTHERBOARD,PC,ELECTRONICS,0,13000,11000,0,16,B,Main Shop,100,inventory,DELL 3451 / 3551,,
1051,170046,HP 2000 GREEN DATA CABLE,PC,ELECTRONICS,0,2000,0,0,16,B,Main Shop,100,inventory,,,
1052,170074,HP DM4 MOTHERBOARD,PC,ELECTRONICS,0,11000,7500,0,16,B,Main Shop,100,inventory,,,
1053,170101,lenovo g50-70 i3 motherboard,PC,ELECTRONICS,0,8985.6,18000,0,16,B,Main Shop,100,inventory,g50 - 80,,
1054,180004,g-101 MOUSE,PC,ELECTRONICS,0,500,1000,0,16,B,Main Shop,100,inventory,WIRELESS MOUSE,,
1055,190012,yi21 SLIVER,PC,ELECTRONICS,0,180,500,0,16,B,Main Shop,100,inventory,"2100 mah silver,",,
1056,120061,dell vostro 3500 keyboard,PC,ELECTRONICS,0,675.66667,1800,0,16,B,Main Shop,100,inventory,,,
1057,120089,Hp 610 Keyboard,PC,ELECTRONICS,0,736.70635,1800,0,16,B,Main Shop,100,inventory,,,
1058,120118,HP DV4 3000 KEYBOARD,PC,ELECTRONICS,0,486,1800,0,16,B,Main Shop,100,inventory,"DV4-4000,DV4-4100",,
1059,120201,TOSHIBA c660 KEYBOARD,PC,ELECTRONICS,0,563.9015,1500,0,16,B,Main Shop,100,inventory,"C665 , L650 , L670 ,",,
1060,160002,ORANGE MODEM,PC,ELECTRONICS,0,2000,2500,0,16,B,Main Shop,100,inventory,,,
1061,170020,DELL 3521 i3 BLUE MOTHERBOARD,PC,ELECTRONICS,0,6500,15000,0,16,B,Main Shop,100,inventory,CO I3 ONBOUND,,
1062,170047,HP 2560 GM MOTHERBOARD,PC,ELECTRONICS,0,11000,9000,0,16,B,Main Shop,100,inventory,,,
1063,170075,hp dm4/dv4 gm motherboard,PC,ELECTRONICS,0,12000,7500,0,16,B,Main Shop,100,inventory,,,
1064,170102,lenovo g580 gm MOTHERBOARD,PC,ELECTRONICS,0,9000,15000,0,16,B,Main Shop,100,inventory,F4901 BLUE,,
1065,180005,HP mouse Original,PC,ELECTRONICS,0,1000,1500,0,16,B,Main Shop,100,inventory,,,
1066,190013,yi21 black powerbank,PC,ELECTRONICS,0,180,500,0,16,B,Main Shop,100,inventory,"2100 mah black,",,
1067,120090,hp 620 KEYBOARD,PC,ELECTRONICS,0,572.46697,1500,0,16,B,Main Shop,100,inventory,"HP 621 , 625",,
1068,120119,HP DV4 Keyboard,PC,ELECTRONICS,0,840.64583,1800,0,16,B,Main Shop,100,inventory,hp pavilion dv5 Keyboard,,
1069,120147,hp nc 6120 keyboard,PC,ELECTRONICS,0,627.5,1500,0,16,B,Main Shop,100,inventory,nc6320,,
1070,120202,TOSHIBA c850 KEYBOARD,PC,ELECTRONICS,0,1500,1500,0,16,B,Main Shop,100,inventory,TOSHIBA,,
1071,140016,hp 2570 laptop,PC,ELECTRONICS,0,11437.14286,25000,0,16,B,Main Shop,100,inventory,"ci5,4gb ram,320gb hdd",,
1072,160003,SAFARICOM MODEM,PC,ELECTRONICS,0,1000,0,0,16,B,Main Shop,100,inventory,,,
1073,170048,HP 4320S GM MOTHERBOARD,PC,ELECTRONICS,0,2660,7500,0,16,B,Main Shop,100,inventory,,,
1074,170076,HP dv 2000 hp motherboard,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1075,170103,lenovo g580 hidges,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1076,180006,brown  box mouse,PC,ELECTRONICS,0,69.08135,150,0,16,B,Main Shop,100,inventory,brown ETL box mouse,,
1077,190014,yb21 powerbank,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,"2100 mah white,",,
1078,120017,Acer V5 123' KEYBOARD,PC,ELECTRONICS,0,680,1500,0,16,B,Main Shop,100,inventory,"aspire s3.s5,  V5 11.6",,
1079,120103,HP 8440p KEYBOARD,PC,ELECTRONICS,0,794.28571,1500,0,16,B,Main Shop,100,inventory,"8440P,",,
1080,5118,DELL 1545 GM MOTHERBOARD,PC,ELECTRONICS,0,3000,7000,0,16,B,Main Shop,100,inventory,green duo,,
1081,4016,ACER ACGRAPE32 /  5220 BATTERY,PC,ELECTRONICS,0,1431.11111,2500,0,16,B,Main Shop,100,inventory,"ACGRAPE32 , acer 5310 , acer ...",,
1082,5119,HP 3110M MOTHERBOARD,PC,ELECTRONICS,0,2400,2400,0,16,B,Main Shop,100,inventory,,,
1083,5125,eScan 1 user antivirus,PC,ELECTRONICS,0,750,1200,0,16,B,Main Shop,100,inventory,escan 1 user,,
1084,5120,TOSHIBA U505 HEDGES,PC,ELECTRONICS,0,800,3500,0,16,B,Main Shop,100,inventory,,,
1085,5121,HP CQ 71 LED DATA CABLE,PC,ELECTRONICS,0,480,1500,0,16,B,Main Shop,100,inventory,,,
1086,5126,eScan 3 Users Antivirus,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,eScan Internet Security 3 users,,
1087,5122,Hp  M127fw printer,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,hp printer,,
1088,5127,dell n7110 keyboard,PC,ELECTRONICS,0,869,1500,0,16,B,Main Shop,100,inventory,dell n7110 keyboard,,
1089,5123,500GB WD Internal Hard disk,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,500 gb wd hard disk,,
1090,5128,1TB slim internal seagate hdd,PC,ELECTRONICS,0,3500,6000,0,16,B,Main Shop,100,inventory,1tb seagate internal slim,,
1091,5129,1TB HGST internal Hard disk,PC,ELECTRONICS,0,3000,8000,0,16,B,Main Shop,100,inventory,1 tb internal normal hard disk,,
1092,5134,DGS-3120- 48ports D-LINK,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,48m ports dlink,,
1093,5130,Multi functional clock DVR,PC,ELECTRONICS,0,2250,5500,0,16,B,Main Shop,100,inventory,"clock dvr ,  NANNY CAM",,
1094,4029,Asus A3 Battery,PC,ELECTRONICS,0,1728.57143,2500,0,16,B,Main Shop,100,inventory,"a41-a3,a42-a3,a6,a7",,
1095,5132,Tablet Cover,PC,ELECTRONICS,0,1000,1000,0,16,B,Main Shop,100,inventory,tablet cover,,
1096,5137,microsoft windows 10 LICENCE,PC,ELECTRONICS,0,7000,0,0,16,B,Main Shop,100,inventory,windows 10,,
1097,5138,DGS-1210-MP 48 ports DLINK POE,PC,ELECTRONICS,0,8500,68850,0,16,B,Main Shop,100,inventory,DLINK POE with 48 ports,,
1098,5139,smart music lamp speaker JBL07,PC,ELECTRONICS,0,16.66667,2000,0,16,B,Main Shop,100,inventory,,,
1099,4082,hp 430 -  g1 battery,PC,ELECTRONICS,0,1100,2000,0,16,B,Main Shop,100,inventory,HP 430 -G2,,
1100,5140,G-012 rotating SPEAKER,PC,ELECTRONICS,0,0,500,0,16,B,Main Shop,100,inventory,rotating SPEAKERS,,
1101,5141,SOUNDLINK MINI SPEAKER KB01,PC,ELECTRONICS,0,700,1500,0,16,B,Main Shop,100,inventory,,,
1102,100010,hp 8gb v210w flash,PC,ELECTRONICS,0,620.29703,1000,0,16,B,Main Shop,100,inventory,,,
1103,5142,MLL-60 FACEBOOK SPEAKER,PC,ELECTRONICS,0,1500,1500,0,16,B,Main Shop,100,inventory,FACEBOOK,,
1104,5143,S-302 CYLINDER SPEAKER,PC,ELECTRONICS,0,2500,2500,0,16,B,Main Shop,100,inventory,CYLINDER,,
1105,5152,HP Laserjet Pro  M177fw Printer,PC,ELECTRONICS,0,34000,0,0,16,B,Main Shop,100,inventory,,,
1106,5144,WIRELESS DOOR BELL V009B,PC,ELECTRONICS,0,0,1000,0,16,B,Main Shop,100,inventory,,,
1107,5153,Hp 640  G1 battery,PC,ELECTRONICS,0,1800,3000,0,16,B,Main Shop,100,inventory,"hp 640 battery , HQ - CA06",,
1108,4097,HP CQ321/620/4520s/4320 Battery,PC,ELECTRONICS,0,1530.53997,2500,0,16,B,Main Shop,100,inventory,"4425s , 4520s ,4525s ,4720s,420, 4... HP CQ321/ 620/ 4520s/ 4320 Battery",,
1109,5145,ALARM BELL WHITE,PC,ELECTRONICS,0,400,1000,0,16,B,Main Shop,100,inventory,,,
1110,5154,HDCVI 32 CHANNELS DVR,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,32 CHANNELS DVR,,
1111,5146,WIRELESS INFRARED DETECTOR,PC,ELECTRONICS,0,0,500,0,16,B,Main Shop,100,inventory,,,
1112,5155,hp 640 g1 keyboard,PC,ELECTRONICS,0,1500,1800,0,16,B,Main Shop,100,inventory,640 keyboard,,
1113,5158,Lenovo X240 keyboard,PC,ELECTRONICS,0,2566.66667,3000,0,16,B,Main Shop,100,inventory,"x240, x250 keyboard",,
1114,4101,HP 6720 - 6 / 6720 battery,PC,ELECTRONICS,0,1200,2000,0,16,B,Main Shop,100,inventory,"HP, hp 610,550,615,6720s,6730s,6735s,6820s,6830s",,
1115,5147,WIRELESS DOORBELL CMF-268,PC,ELECTRONICS,0,0,800,0,16,B,Main Shop,100,inventory,,,
1116,5156,iPad Air 2,PC,ELECTRONICS,0,72285.71429,0,0,16,B,Main Shop,100,inventory,"128 GB, iPad air2",,
1117,5148,HOME ALARM SYSTEM,PC,ELECTRONICS,0,7200,12000,0,16,B,Main Shop,100,inventory,,,
1118,4106,HP CB69 /  6535 / 6930p battery,PC,ELECTRONICS,0,1257.83939,2000,0,16,B,Main Shop,100,inventory,"8440p,8440w,6440b,6445b6540b,...",,
1119,5149,SENSOR SK-09W,PC,ELECTRONICS,0,300,900,0,16,B,Main Shop,100,inventory,,,
1120,4054,DELL D620 battery,PC,ELECTRONICS,0,1271.91919,2500,0,16,B,Main Shop,100,inventory,"DELL D620,D630,D630 ATG,D60 UMA,D630c, DELL Precision M2300",,
1121,12298,HP 6730B Keyboard,PC,ELECTRONICS,0,769.87013,1800,0,16,B,Main Shop,100,inventory,,,
1122,5150,IDE TO SATA USB 3.0 CABLE,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1123,5159,HGST 500GB HARDDISK,PC,ELECTRONICS,0,2000,5000,0,16,B,Main Shop,100,inventory,,,
1124,5170,APC BACK-UPS,PC,ELECTRONICS,0,10000,0,0,16,B,Main Shop,100,inventory,1KVA / 1400VA,,
1125,5197,"20"" TFT Monitor",PC,ELECTRONICS,0,24000,0,0,16,B,Main Shop,100,inventory,20 inch 20 tft monitor,,
1126,120139,HP g6 - 1000 KEYBOARD,PC,ELECTRONICS,0,586.78454,1500,0,16,B,Main Shop,100,inventory,"HP 630, HP 650, HP 2000,",,
1127,5160,SERVICE,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,SERVICING,,
1128,5161,HP 11N X360 Touch Screen,PC,ELECTRONICS,0,3581,8000,0,16,B,Main Shop,100,inventory,HP  11N x360 touch screen,,
1129,5171,B140XTT01.2,PC,ELECTRONICS,0,6000,12000,0,16,B,Main Shop,100,inventory,,,
1130,5198,lenovo g50-70 i7 motherboard,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,core i7,,
1131,4137,LENOVO T430S BATTERY,PC,ELECTRONICS,0,2000,3500,0,16,B,Main Shop,100,inventory,,,
1132,1060,Cooler Paste 0.5g (Star 700),PC,ELECTRONICS,0,30,100,0,16,B,Main Shop,100,inventory,,,
1133,1097,3.5 external casing SATA,PC,ELECTRONICS,0,1286.69445,2500,0,16,B,Main Shop,100,inventory,DESKTOP hdd drive enclosure,,
1134,5045,LENOVO 16V  4.5A,PC,ELECTRONICS,0,433.03571,800,0,16,B,Main Shop,100,inventory,IBM,,
1135,5077,HP 19.5V 2.31A  blue pin,PC,ELECTRONICS,0,657.46011,1500,0,16,B,Main Shop,100,inventory,,,
1136,2001,"KAV 1 , KASPERSKY",PC,ELECTRONICS,0,1518.18182,2000,0,16,B,Main Shop,100,inventory,", ANTI_VIRUS 1 USER KASPERSKY ,KL1171QXBFS-9ENG2",,
1137,120071,HP 2560 KEYBOARD,PC,ELECTRONICS,0,1340,3500,0,16,B,Main Shop,100,inventory,"HP 2560P,2570P",,
1138,1028,"15.6"" skin Stickers",PC,ELECTRONICS,0,50,350,0,16,B,Main Shop,100,inventory,"STICKERS , SKIN",,
1139,1061,Cooler Paste (DRG33),PC,ELECTRONICS,0,10,50,0,16,B,Main Shop,100,inventory,,,
1140,1098,PCI PARALLEL,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1141,5016,Acer 19v 3.42a,PC,ELECTRONICS,0,1029.9,800,0,16,B,Main Shop,100,inventory,,,
1142,5046,LENOVO 19.5V 6.7a,PC,ELECTRONICS,0,2025,3500,0,16,B,Main Shop,100,inventory,LENOVO,,
1143,5078,HP 19.5v 3.33a big pin,PC,ELECTRONICS,0,519.92093,1000,0,16,B,Main Shop,100,inventory,,,
1144,2002,"KIS 1 , KASPERSKY",PC,ELECTRONICS,0,2500,3000,0,16,B,Main Shop,100,inventory,"KIS 1 ,KASPERSKY ,INTERNET SECURITY 1 ANTIVIRUS ,KL1939QXBFS-9ENG2,KIS_2user_1y_DVD_AFR_ENG",,
1145,17932,dell N4030 DAUGHTERBOARD,PC,ELECTRONICS,0,1000,2500,0,16,B,Main Shop,100,inventory,,,
1146,3010,carry case 225 red line,PC,ELECTRONICS,0,546.98457,1000,0,16,B,Main Shop,100,inventory,carry case 325 red line,,
1147,1029,"15.6"" 3D Stickers",PC,ELECTRONICS,0,42.96296,500,0,16,B,Main Shop,100,inventory,STICKERS SKIN,,
1148,1062,THERMAL COMPOUND,PC,ELECTRONICS,0,40,100,0,16,B,Main Shop,100,inventory,COOLER PASTE,,
1149,1099,TABLETS SCREENS REPLACEMENT,PC,ELECTRONICS,0,0,0,0,16,B,Main Shop,100,inventory,,,
1150,5017,acer 19v 4.7,PC,ELECTRONICS,0,500,800,0,16,B,Main Shop,100,inventory,,,
1151,5047,LENOVO 19V 3.42,PC,ELECTRONICS,0,464.28032,800,0,16,B,Main Shop,100,inventory,,,
1152,2004,"KAV 3 , KASPERSKY",PC,ELECTRONICS,0,2265.625,3000,0,16,B,Main Shop,100,inventory,", ANTI_VIRUS 3 USER",,
1153,1030,"14"" Stickers",PC,ELECTRONICS,0,275,500,0,16,B,Main Shop,100,inventory,"STICKERS , SKIN",,
1154,1063,HEADPHONES XTY 7,PC,ELECTRONICS,0,134.28571,200,0,16,B,Main Shop,100,inventory,earphone mic,,
1155,5018,ASUS 12V 3.0a,PC,ELECTRONICS,0,650,800,0,16,B,Main Shop,100,inventory,ASUS,,
1156,5048,LENOVO 19V 4.74A,PC,ELECTRONICS,0,559.16667,800,0,16,B,Main Shop,100,inventory,,,
